Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Sudan,SDN,42.763,42.613,42.494,42.354,42.212,42.114,42.062,42.04,41.987,42.847,41.751,40.54,40.23,40.131,40.203,40.464,40.416,40.269,40.123,39.974,38.844,39.115,40.034,37.725
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Suriname,SUR,41.05,41.937,42.865,43.793,44.721,45.341,45.934,46.491,47.091,47.66,48.999,49.31,49.524,50.853,51.185,51.546,51.666,51.711,51.992,52.078,48.361,49.348,49.532,49.917
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Eswatini,SWZ,39.788,39.267,38.893,38.572,38.274,37.94,37.628,37.276,37.381,37.528,37.824,38.192,38.618,38.904,39.157,39.374,39.521,39.469,39.408,39.378,37.879,38.192,39.343,39.659
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Sweden,SWE,58.609,59.728,59.527,59.159,58.245,58.172,58.889,59.801,59.899,58.073,57.833,58.727,58.741,59.123,59.323,59.779,60.303,60.877,61.32,61.202,59.977,60.053,61.343,61.769
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Switzerland,CHE,65.568,66.112,65.743,65.055,64.364,64.006,64.663,65.159,65.906,65.426,63.777,64.485,64.488,64.332,64.63,64.879,65.196,65.155,65.255,65.235,64.599,63.944,63.774,63.808
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Syrian Arab Republic,SYR,46.009,44.146,43.659,43.146,42.822,42.461,42.067,40.524,38.825,39.445,39.024,39.663,33.79,32.333,32.357,32.631,32.861,32.995,33.086,33.189,31.075,31.402,33.035,33.443
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Tajikistan,TJK,37.885,38.066,38.252,38.429,38.82,38.554,38.273,37.938,37.613,37.621,37.884,38.147,38.414,38.676,38.937,39.196,39.456,39.092,38.698,38.324,37.793,37.556,38.29,38.442
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Tanzania,TZA,83.723,83.855,84.23,84.593,84.918,85.193,85.434,85.211,84.936,84.673,83.677,82.775,82.424,82.105,82.19,81.733,81.221,80.707,80.166,79.608,78.155,77.867,79.011,79.307
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Thailand,THA,70.923,71.268,71.745,71.856,72.282,72.685,72.06,72.712,72.534,71.666,71.146,72.796,72.577,70.094,69.425,68.825,67.779,66.94,67.278,66.478,66.283,66.13,66.903,66.454
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Timor-Leste,TLS,66.313,65.763,66.295,66.472,66.522,66.525,66.823,66.479,66.085,65.772,65.439,65.11,64.772,64.595,64.338,64.145,63.945,64.524,64.994,64.746,64.321,64.264,65.141,65.485
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Togo,TGO,56.225,56.233,56.21,56.263,56.206,56.071,56.024,56.263,56.597,56.844,57.106,57.319,57.263,57.185,57.087,56.971,56.448,55.898,55.78,55.658,54.896,55.062,55.643,55.777
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Tonga,TON,55.724,55.287,54.851,54.425,54.911,55.46,56.06,55.769,55.489,55.166,54.868,54.58,54.316,54.017,53.691,53.396,53.144,52.86,52.56,52.64,51.822,51.886,52.57,52.82
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Trinidad and Tobago,TTO,53.795,54.096,54.617,55.144,57.752,58.645,59.903,59.944,60.541,59.37,58.407,57.874,58.808,59.112,59.887,58.522,57.367,56.506,55.687,54.907,52.761,51.865,52.403,52.701
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Tunisia,TUN,40.364,40.285,39.88,39.565,39.36,39.644,39.93,40.192,40.426,40.329,40.771,38.54,39.356,39.866,40.508,39.934,39.83,39.778,39.643,38.846,36.444,36.603,38.609,38.979
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Turkiye,TUR,46.794,45.641,44.448,43.231,41.295,41.494,41.551,41.501,41.705,41.154,42.999,44.971,45.356,45.9,45.502,45.993,46.328,47.078,47.371,45.677,42.837,45.207,47.547,48.222
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Turkmenistan,TKM,47.24,47.49,47.964,48.279,48.493,48.277,48.192,48.125,47.919,48.125,47.789,47.276,46.944,46.669,46.411,46.275,46.153,46.03,45.924,45.823,44.366,44.064,45.829,46.093
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Uganda,UGA,67.215,67.259,67.314,67.282,67.955,68.544,68.336,68.095,67.882,67.504,67.519,67.639,67.65,68.822,68.479,68.245,68.016,67.693,67.752,67.807,66.676,67.412,67.867,67.941
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Ukraine,UKR,50.508,50.674,50.989,51.39,51.443,52.02,52.009,52.669,52.669,51.281,51.703,51.85,52.036,52.245,51.069,51.148,51.036,50.958,51.358,51.707,49.867,49.269,..,..
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,United Arab Emirates,ARE,72.677,72.79,73.105,73.576,74.311,74.64,74.582,74.265,74.341,74.731,75.566,76.487,77.346,78.026,78.576,79.13,79.706,79.519,80.15,80.552,78.649,78.787,79.884,80.202
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,United Kingdom,GBR,58.468,58.657,58.676,58.894,59.04,59.312,59.336,59.231,59.233,57.843,57.493,57.319,57.557,57.902,58.841,59.415,59.903,60.186,60.557,60.846,59.991,59.171,59.873,59.627
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,United States,USA,63.297,62.519,61.548,61.066,61.164,61.516,61.921,61.752,61.005,58.2,57.369,57.326,57.752,57.845,58.351,58.785,59.181,59.59,59.94,60.329,56.38,57.946,59.266,59.6
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Uruguay,URY,52.562,52.287,49.985,49.262,51.759,52.363,55.261,57.821,58.87,59.729,59.678,61.854,61.013,60.664,61.556,60.067,59.545,59.052,58.369,58.139,54.923,57.129,58.245,58.468
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Uzbekistan,UZB,53.5,53.997,54.496,54.971,55.235,55.505,55.714,55.809,55.433,55.034,54.693,54.783,54.664,54.5,54.225,54.023,53.916,53.499,53.648,53.768,52.678,52.775,53.626,53.714
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Vanuatu,VUT,63.517,63.659,63.868,63.764,63.867,63.971,63.817,64.599,65.297,66.035,66.01,65.901,65.889,65.915,65.838,65.865,65.773,65.6,65.555,65.442,65.773,65.527,65.738,65.869
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,"Venezuela, RB",VEN,55.188,55.839,53.496,52.739,54.368,57.428,59.276,59.73,60.272,60.134,59.31,59.24,58.945,57.909,57.925,57.914,57.925,57.437,56.029,52.372,47.189,47.687,50.503,51.433
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Viet Nam,VNM,70.666,70.985,70.963,70.38,69.882,70.909,71.891,72.841,73.676,74.511,75.325,75.507,75.405,76.003,76.069,75.772,75.144,74.706,74.733,74.359,71.741,71.165,71.955,71.794
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Virgin Islands (U.S.),VIR,53.736,55.788,54.723,53.21,55.044,55.926,56.497,57.132,56.775,55.839,53.945,54.274,53.219,49.971,49.308,51.513,51.159,52.036,48.344,45.853,45.213,45.996,47.701,48.002
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,West Bank and Gaza,PSE,35.971,28.758,26.049,29.845,29.349,30.904,31.286,32.623,30.358,31.446,31.432,34.081,33.677,33.486,33.473,33.857,33.291,32.701,32.04,33.052,30.341,31.925,34.003,..
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,"Yemen, Rep.",YEM,39.943,39.175,38.464,37.769,37.144,36.586,36.057,35.565,35.098,34.685,34.334,33.433,32.736,32.096,31.639,26.045,26.105,26.233,26.655,26.881,26.381,25.987,26.926,27.042
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Zambia,ZMB,51.38,51.165,50.76,50.462,50.118,49.81,51.438,53.047,54.615,53.043,51.5,53.012,54.559,54.368,54.241,54.014,53.847,53.654,55.538,56.241,57.2,56.994,57.071,57.05
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Zimbabwe,ZWE,62.021,62.219,62.355,62.458,62.649,62.458,62.325,62.14,61.856,61.853,61.968,62.136,62.436,62.569,62.739,62.356,62.058,61.752,61.414,60.941,59.456,59.161,59.666,59.909
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated: 09/19/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
